edge_followed_by,edge_follow,username_length,username_has_number,full_name_has_number,full_name_length,is_private,is_joined_recently,has_channel,is_business_account,has_guides,has_external_url,is_fake
0.0,0.844,13,1,0,0,0,1,0,0,0,0,1
0.013,0.37,7,1,0,14,0,0,0,1,0,0,1
0.0,0.598,8,1,0,0,0,1,0,0,0,0,1
0.0,0.314,11,1,1,11,0,1,0,0,0,1,1
0.002,0.28,11,0,0,30,0,0,0,0,0,0,1
0.0,0.506,11,0,0,16,0,1,0,0,0,0,1
0.0,0.249,14,1,0,0,0,1,0,0,0,0,1
0.002,0.151,16,1,0,6,0,0,0,0,0,0,1
0.0,0.031,17,0,0,4,0,1,0,0,0,0,1
0.0,0.257,11,1,0,0,0,1,0,0,0,0,1
0.0,0.999,8,1,0,0,0,0,0,0,0,0,1
0.0,0.34,10,1,0,0,0,1,0,0,0,0,1
0.0,0.212,13,0,0,0,0,1,0,0,0,0,1
0.0,0.825,14,1,0,0,1,1,0,0,0,0,1
0.0,0.846,9,1,0,5,0,1,0,0,0,0,1
0.0,0.964,9,1,0,0,0,1,0,0,0,0,1
0.0,0.945,9,1,0,0,0,1,0,0,0,0,1
0.001,0.097,15,1,0,7,0,0,0,1,0,0,1
0.007,0.426,11,0,0,1,0,0,0,1,0,0,1
0.0,0.032,10,0,0,0,0,1,0,0,0,0,1
0.001,0.144,12,1,1,12,1,1,0,0,0,0,1
0.0,0.04,13,0,0,12,0,0,0,0,0,0,1
0.0,0.342,14,1,0,0,0,0,0,0,0,0,1
0.0,0.97,9,0,0,5,0,1,0,0,0,0,1
0.001,0.142,21,1,0,0,0,0,0,0,0,0,1
0.0,0.755,17,1,0,0,0,0,0,0,0,0,1
0.0,0.45,13,1,0,2,0,0,0,0,0,0,1
0.0,0.303,8,1,0,0,0,0,0,0,0,0,1
0.0,0.225,11,1,0,0,1,0,0,0,0,0,1
0.0,0.25,16,1,0,4,0,1,0,0,0,0,1
0.0,0.594,9,1,0,0,0,0,0,0,0,0,1
0.0,0.433,12,1,0,0,0,0,0,0,0,0,1
0.0,0.675,11,1,0,14,0,0,0,0,0,0,1
0.0,0.155,9,0,0,8,0,0,0,0,0,0,1
0.0,0.693,15,1,0,10,0,1,0,0,0,0,1
0.0,0.077,8,1,0,0,0,1,0,0,0,0,1
0.0,0.427,14,1,0,0,0,0,0,0,0,0,1
0.0,0.711,12,0,0,0,1,0,0,0,0,0,1
0.0,0.701,12,0,0,18,0,0,0,0,0,0,1
0.0,0.399,14,1,0,0,1,0,0,0,0,0,1
0.001,0.183,13,1,0,0,0,1,0,0,0,0,1
0.0,0.128,8,1,0,0,0,1,0,0,0,0,1
0.002,0.07,12,1,0,17,0,0,0,0,0,0,1
0.0,0.669,15,1,0,13,1,0,0,0,0,0,1
0.0,0.713,11,1,0,0,0,0,0,0,0,0,1
0.0,0.557,12,0,0,0,0,0,0,0,0,0,1
0.0,0.444,15,1,0,0,0,0,0,0,0,0,1
0.0,0.937,10,1,0,8,0,0,0,0,0,0,1
0.0,0.959,9,1,0,0,0,1,0,0,0,0,1
0.0,0.995,13,1,0,0,0,0,0,0,0,0,1
0.0,0.545,10,0,0,10,0,0,0,0,0,0,1
0.0,0.328,18,1,0,25,1,0,0,0,0,0,1
0.0,0.595,11,1,0,0,0,0,0,0,0,0,1
0.0,0.311,9,1,0,0,1,1,0,0,0,0,1
0.0,0.152,10,0,0,0,0,0,0,0,0,0,1
0.0,0.225,9,0,0,0,0,1,0,0,0,0,1
0.0,0.904,8,1,0,6,0,0,0,0,0,0,1
0.0,0.378,9,0,0,2,0,0,0,0,0,0,1
0.0,0.133,11,0,0,0,0,1,0,0,0,0,1
0.0,0.663,10,1,0,10,0,0,0,0,0,0,1
0.0,0.362,9,0,0,10,0,1,0,0,0,0,1
0.0,0.43,10,1,0,0,0,0,0,0,0,0,1
0.0,0.278,10,1,0,0,0,0,0,0,0,0,1
0.0,0.063,6,1,0,0,0,1,0,0,0,0,1
0.0,0.482,9,1,0,0,0,1,0,0,0,0,1
0.0,0.063,10,1,0,0,0,1,0,0,0,0,1
0.0,0.222,11,1,0,0,0,1,0,0,0,0,1
0.0,0.265,9,0,0,4,0,1,0,0,0,0,1
0.0,0.947,9,1,0,0,0,0,0,0,0,0,1
0.001,0.238,22,1,1,22,0,1,0,0,0,0,1
0.0,0.411,8,1,0,4,1,0,0,0,0,0,1
0.0,0.667,8,1,0,0,0,0,0,0,0,0,1
0.0,0.679,10,1,1,8,0,0,0,0,0,0,1
0.0,0.678,10,1,0,0,0,0,0,0,0,0,1
0.003,0.996,10,1,0,11,0,0,0,0,0,0,1
0.003,0.577,17,0,0,11,0,0,0,1,0,0,1
0.0,0.038,14,1,0,0,0,1,0,0,0,0,1
0.0,0.258,15,0,0,0,1,1,0,0,0,0,1
0.002,0.503,13,0,0,10,0,0,0,0,0,0,1
0.0,0.329,8,0,0,0,0,0,0,0,0,0,1
0.003,0.32,13,0,0,13,1,0,0,0,0,0,1
0.0,0.715,15,1,0,0,0,0,0,0,0,0,1
0.0,0.077,18,0,0,25,0,0,0,1,0,0,1
0.0,0.513,11,0,0,11,1,1,0,0,0,0,1
0.0,0.086,10,1,1,10,0,1,0,0,0,0,1
0.0,0.053,21,1,0,0,0,1,0,0,0,0,1
0.0,0.255,10,0,0,0,0,0,0,0,0,0,1
0.0,0.282,12,1,0,0,0,0,0,0,0,0,1
0.0,0.16,12,1,0,0,0,1,0,0,0,0,1
0.0,0.381,9,1,0,4,0,0,0,0,0,0,1
0.0,0.225,11,0,0,11,0,0,0,0,0,0,1
0.0,0.191,13,1,0,22,0,0,0,0,0,0,1
0.001,0.236,9,0,0,7,1,0,0,0,0,0,1
0.002,0.078,10,0,0,22,0,1,0,0,0,0,1
0.003,0.496,15,0,1,3,0,1,0,0,0,1,1
0.0,0.063,10,1,0,0,0,1,0,0,0,0,1
0.003,0.551,11,1,1,11,1,0,0,0,0,0,1
0.0,0.741,12,1,1,8,0,1,0,0,0,0,1
0.0,0.549,9,0,0,0,0,1,0,0,0,0,1
0.0,0.546,11,1,1,11,0,0,0,0,0,1,1
0.0,0.436,11,1,0,0,0,0,0,0,0,0,1
0.0,0.31,14,1,0,0,0,0,0,0,0,0,1
0.002,0.093,18,0,0,30,0,0,0,0,0,0,1
0.0,0.925,9,1,0,0,0,1,0,0,0,0,1
0.001,0.186,19,0,0,12,0,0,0,0,0,0,1
0.0,0.084,8,0,0,0,0,1,0,0,0,0,1
0.0,0.714,8,1,1,8,0,0,0,0,0,0,1
0.0,0.851,8,0,0,8,0,1,0,0,0,0,1
0.0,0.177,12,1,0,0,0,1,0,0,0,0,1
0.0,0.978,10,0,0,0,0,1,0,0,0,0,1
0.0,0.26,13,1,0,10,1,1,0,0,0,0,1
0.0,0.523,5,1,0,0,0,0,0,0,0,0,1
0.0,0.031,11,0,0,0,0,1,0,0,0,0,1
0.0,0.312,12,1,0,0,0,1,0,0,0,0,1
0.0,0.106,13,0,0,9,0,1,0,0,0,0,1
0.005,0.384,20,1,0,15,0,0,0,0,0,0,1
0.0,0.837,9,1,0,4,0,0,0,0,0,0,1
0.0,0.503,11,1,0,0,1,0,0,0,0,0,1
0.0,0.068,10,0,0,7,0,1,0,0,0,0,1
0.0,0.065,18,0,0,12,0,1,0,1,0,0,1
0.0,0.682,10,1,0,0,0,1,0,0,0,0,1
0.0,0.638,14,1,1,13,0,0,0,0,0,0,1
0.002,0.373,8,1,0,4,0,0,0,1,0,0,1
0.0,0.194,11,1,0,0,0,1,0,0,0,0,1
0.0,0.266,19,1,0,0,0,0,0,0,0,0,1
0.0,0.992,8,1,0,0,0,0,0,0,0,0,1
0.0,0.148,12,0,0,0,0,0,0,0,0,1,1
0.0,0.061,8,1,0,8,0,1,0,0,0,0,1
0.0,0.378,9,1,0,4,0,0,0,0,0,0,1
0.001,0.555,12,1,0,10,0,0,0,0,0,0,1
0.0,0.944,8,1,0,0,0,1,0,0,0,0,1
0.0,0.68,10,1,0,0,1,0,0,0,0,0,1
0.001,0.23,11,1,0,14,0,0,0,0,0,0,1
0.0,0.518,13,1,0,0,0,0,0,0,0,0,1
0.0,0.026,11,1,0,0,0,1,0,0,0,0,1
0.0,0.709,12,0,0,13,0,0,0,0,0,0,1
0.0,0.668,11,1,0,3,0,1,0,0,0,0,1
0.0,0.23,10,1,0,1,0,0,0,0,0,0,1
0.0,0.92,15,1,1,14,0,1,0,0,0,0,1
0.0,0.127,14,1,0,13,0,0,0,0,0,0,1
0.0,0.322,20,1,0,0,0,0,0,0,0,0,1
0.0,0.084,13,1,1,13,0,1,0,0,0,0,1
0.006,0.688,20,0,0,21,0,0,0,0,0,0,1
0.0,0.703,11,1,1,11,0,0,0,0,0,0,1
0.0,0.655,12,1,0,0,0,0,0,0,0,0,1
0.0,0.133,6,1,0,9,0,1,0,0,0,0,1
0.007,0.999,10,1,0,15,0,0,0,0,0,0,1
0.0,0.105,16,1,0,0,0,1,0,0,0,0,1
0.011,0.994,15,0,0,29,1,0,0,0,0,1,1
0.0,0.13,10,1,1,10,0,1,0,0,0,0,1
0.0,0.12,13,1,0,0,0,0,0,0,0,0,1
0.0,0.073,7,1,0,8,0,1,0,0,0,0,1
0.0,0.112,14,1,0,13,1,0,0,0,0,0,1
0.001,0.133,10,1,0,0,0,1,0,0,0,0,1
0.0,0.159,10,1,0,4,0,1,0,0,0,0,1
0.0,0.064,11,1,0,5,0,1,0,0,0,0,1
0.0,0.064,9,0,0,0,0,1,0,0,0,0,1
0.001,0.226,12,0,0,0,1,1,0,0,0,0,1
0.0,0.609,10,1,0,0,0,0,0,0,0,0,1
0.004,0.127,14,1,0,13,0,0,0,0,0,0,1
0.0,0.938,12,1,1,12,0,0,0,0,0,0,1
0.001,0.271,16,1,0,8,0,0,0,0,0,0,1
0.0,0.511,10,1,0,0,0,0,0,0,0,0,1
0.002,0.195,10,0,0,0,0,0,0,0,0,0,1
0.0,0.195,11,1,0,0,0,0,0,0,0,0,1
0.0,0.387,11,1,1,11,0,1,0,0,0,0,1
0.003,0.625,17,1,1,17,0,0,0,0,0,0,1
0.003,0.599,9,1,0,13,0,0,0,0,0,0,1
0.0,0.382,14,1,1,13,0,0,0,0,0,0,1
0.0,0.246,10,1,0,0,0,0,0,0,0,0,1
0.0,0.063,16,0,0,4,0,1,0,0,0,0,1
0.0,0.879,9,1,0,0,1,1,0,0,0,0,1
0.0,0.378,9,0,0,5,0,0,0,1,0,0,1
0.0,0.985,18,0,0,5,0,1,0,0,0,1,1
0.0,0.454,17,1,0,14,0,0,0,0,0,0,1
0.0,0.271,11,0,0,0,1,0,0,0,0,0,1
0.0,0.046,13,1,0,14,0,1,0,0,0,0,1
0.0,0.254,12,1,1,12,0,1,0,0,0,0,1
0.006,0.778,18,0,0,0,1,0,0,0,0,0,1
0.0,0.86,9,1,0,6,0,0,0,0,0,0,1
0.0,0.335,22,1,0,26,1,0,0,0,0,0,1
0.0,0.531,13,1,0,0,0,0,0,0,0,0,1
0.0,0.444,6,0,0,0,0,0,0,0,0,0,1
0.0,0.621,8,0,0,5,0,0,0,0,0,0,1
0.0,0.991,9,0,0,9,0,0,0,0,0,0,1
0.0,0.817,10,0,0,8,0,1,0,0,0,0,1
0.0,0.93,15,0,0,22,1,1,0,0,0,0,1
0.0,0.53,13,1,0,0,0,0,0,0,0,0,1
0.0,0.877,10,1,1,11,0,0,0,0,0,0,1
0.001,0.237,14,1,0,0,0,0,0,0,0,0,1
0.004,0.997,13,1,0,5,0,0,0,0,0,0,1
0.0,0.062,6,1,0,0,0,0,0,0,0,0,1
0.0,0.939,8,1,1,8,0,1,0,0,0,0,1
0.0,0.034,10,1,1,6,0,0,0,0,0,0,1
0.0,0.418,10,1,0,5,1,1,0,0,0,0,1
0.0,0.061,11,0,0,5,0,1,0,0,0,0,1
0.003,0.615,9,1,0,6,0,0,0,0,0,0,1
0.001,0.161,9,1,0,5,0,0,0,0,0,0,1
0.0,0.74,11,1,0,0,0,1,0,0,0,0,1
0.0,0.125,15,0,0,0,0,1,0,0,0,0,1
0.0,0.082,8,1,1,7,0,1,0,0,0,0,1
0.0,0.79,13,1,1,13,0,0,0,0,0,0,1
0.0,0.071,7,0,0,0,0,1,0,0,0,0,1
0.002,0.447,14,1,0,10,0,0,0,0,0,0,1
0.0,0.307,11,0,0,9,0,0,0,0,0,0,1
0.001,0.235,12,1,0,0,0,0,0,1,0,0,1
0.0,0.464,10,1,0,5,1,1,0,0,0,0,1
0.0,0.453,16,1,1,16,0,1,0,0,0,0,1
0.0,0.238,9,1,0,5,0,0,0,0,0,0,1
0.0,0.745,11,1,1,9,0,0,0,0,0,0,1
0.0,0.206,6,0,0,4,0,1,0,0,0,0,1
0.001,0.261,9,0,0,0,0,0,0,0,0,0,1
0.0,0.262,11,1,0,0,0,1,0,0,0,0,1
0.0,0.204,14,0,0,4,0,1,0,0,0,0,1
0.0,1.0,15,1,0,0,0,0,0,0,0,0,1
0.0,0.58,9,1,1,8,0,0,0,0,0,0,1
0.0,0.192,9,1,0,6,0,1,0,0,0,0,1
0.0,0.276,11,1,0,5,0,0,0,0,0,0,1
0.0,0.48,17,1,0,0,1,1,0,0,0,0,1
0.002,0.343,15,0,0,16,0,0,0,1,0,0,1
0.0,0.99,13,0,0,0,0,1,0,0,0,0,1
0.0,0.644,11,1,0,5,1,0,0,0,0,0,1
0.001,0.345,13,0,0,14,0,0,0,0,0,0,1
0.0,0.033,11,1,1,7,0,1,0,0,0,0,1
0.0,0.964,15,1,0,0,0,0,0,0,0,0,1
0.0,0.76,8,1,0,0,1,0,0,0,0,0,1
0.0,0.281,12,1,0,0,0,1,0,0,0,0,1
0.001,0.06,14,1,1,14,0,1,0,0,0,0,1
0.0,0.557,16,0,0,0,0,0,0,0,0,0,1
0.0,0.961,12,0,0,8,0,0,0,0,0,0,1
0.0,0.122,9,1,0,0,0,1,0,0,0,0,1
0.005,0.073,14,1,0,8,1,0,0,0,0,0,0
0.005,0.623,12,0,0,25,0,0,0,1,0,0,0
0.035,0.266,18,0,0,8,0,0,0,0,0,1,0
0.001,0.106,11,0,0,6,0,0,0,1,0,1,0
0.003,0.041,20,0,0,17,0,0,0,1,0,0,0
0.0,0.087,9,1,0,12,1,0,0,0,0,1,0
0.001,0.093,20,0,0,14,0,0,0,0,0,0,0
0.002,0.447,17,0,0,6,1,0,0,0,0,0,0
0.001,0.412,15,0,0,5,0,0,0,0,0,0,0
0.001,0.288,17,1,0,14,1,0,0,0,0,0,0
0.001,0.077,10,0,0,7,0,0,0,0,0,0,0
0.001,0.09,9,0,0,4,1,0,0,0,0,0,0
0.0,0.069,11,0,0,0,1,0,0,0,0,0,0
0.005,0.195,10,0,0,6,0,0,0,1,0,1,0
0.001,0.072,24,0,0,12,0,0,0,1,0,1,0
0.003,0.978,10,1,0,5,0,0,0,0,0,0,0
0.007,0.203,10,0,0,16,0,0,0,1,0,1,0
0.006,0.983,13,0,0,14,0,0,0,0,0,0,0
0.002,0.323,6,0,0,16,0,0,0,1,0,0,0
0.004,0.537,14,0,0,12,0,0,0,1,0,1,0
0.001,0.046,12,0,0,18,0,0,0,1,0,1,0
0.0,0.04,11,1,0,23,1,0,0,0,0,0,0
0.007,0.32,15,0,0,16,0,0,0,1,0,0,0
0.0,0.355,15,0,0,3,1,0,0,0,0,0,0
0.001,0.876,13,0,0,6,1,0,0,0,0,0,0
0.007,0.503,18,1,0,12,0,0,0,1,0,1,0
0.02,0.121,13,0,0,26,0,0,0,1,0,1,0
0.005,0.104,11,0,0,5,0,0,0,0,0,1,0
0.005,0.424,11,0,0,30,0,0,0,1,1,1,0
0.002,0.705,21,0,0,17,0,0,0,0,0,1,0
0.0,0.177,8,0,0,0,1,0,0,0,0,0,0
0.0,0.163,15,0,0,16,1,0,0,0,0,0,0
0.001,0.557,12,0,0,10,0,0,0,0,0,0,0
0.002,0.082,16,0,0,13,0,0,0,0,0,1,0
0.001,0.052,10,0,0,7,1,0,0,0,0,0,0
0.001,0.165,12,0,0,15,0,0,0,0,0,1,0
0.006,0.346,11,0,0,25,0,0,0,1,0,0,0
0.013,0.058,14,0,0,15,0,0,0,0,0,0,0
0.01,0.081,11,0,0,21,0,0,0,0,0,0,0
0.011,0.226,9,0,0,13,0,0,0,1,0,1,0
0.011,0.039,9,0,0,29,0,0,0,0,0,1,0
0.03,0.042,9,0,0,29,0,0,0,1,0,1,0
0.019,0.168,13,0,0,14,0,0,0,1,0,1,0
0.009,0.942,17,0,0,18,0,0,0,0,0,1,0
0.007,0.542,14,0,0,13,0,0,0,1,0,0,0
0.036,0.154,12,0,0,10,0,0,0,1,0,0,0
0.003,0.109,22,0,0,30,0,0,0,1,0,0,0
0.137,0.007,9,0,0,23,0,0,0,1,0,1,0
0.002,0.132,15,0,0,13,1,0,0,0,0,0,0
0.013,0.116,14,1,0,20,0,0,0,0,0,0,0
0.001,0.023,14,0,0,14,0,0,0,1,0,1,0
0.001,0.117,10,1,0,9,1,0,0,0,0,0,0
0.001,0.061,11,0,0,8,0,0,0,1,0,0,0
0.002,0.083,10,0,0,7,0,0,0,1,0,1,0
0.0,0.045,9,0,0,4,1,0,0,0,0,0,0
0.001,0.073,14,0,0,14,0,0,0,0,0,1,0
0.0,0.053,15,1,0,0,1,0,0,0,0,0,0
0.0,0.071,6,1,0,0,1,0,0,0,0,0,0
0.0,0.08,11,1,0,17,1,0,0,0,0,0,0
0.001,0.105,19,0,0,28,0,0,0,1,0,0,0
0.0,0.15,18,0,0,22,0,0,0,0,0,1,0
0.003,0.229,11,0,0,6,0,0,0,0,0,1,0
0.001,0.0,16,0,0,16,0,0,0,1,0,0,0
0.0,0.027,16,1,0,13,0,0,0,0,0,0,0
0.001,0.007,20,0,0,4,0,0,0,0,0,0,0
0.0,0.048,17,1,0,14,1,0,0,0,0,0,0
0.0,0.071,17,0,0,11,1,0,0,0,0,0,0
0.0,0.082,13,0,0,13,1,0,0,0,0,0,0
0.001,0.154,16,0,0,11,0,0,0,1,0,1,0
0.0,0.052,9,1,0,0,1,0,0,0,0,0,0
0.0,0.041,13,0,0,0,1,0,0,0,0,0,0
0.0,0.042,9,0,0,7,1,0,0,0,0,0,0
1.0,0.029,8,0,0,22,0,0,0,0,0,1,0
0.0,0.059,14,0,0,13,1,0,0,0,0,0,0
0.0,0.054,17,0,0,15,1,0,0,0,0,0,0
0.001,0.243,9,0,0,15,0,0,0,1,0,0,0
0.0,0.129,10,0,0,21,1,0,0,0,0,1,0
0.0,0.045,13,0,0,18,1,0,0,0,0,0,0
0.0,0.052,15,0,0,0,1,0,0,0,0,0,0
0.0,0.149,11,0,0,8,1,0,0,0,0,0,0
0.0,0.08,12,0,0,13,1,0,0,0,0,0,0
0.0,0.065,11,0,0,12,1,0,0,0,0,1,0
0.0,0.041,8,0,0,2,1,0,0,0,0,0,0
0.0,0.024,16,0,0,16,1,0,0,0,0,0,0
0.0,0.117,13,0,0,13,1,0,0,0,0,0,0
0.0,0.089,13,0,0,11,1,0,0,0,0,1,0
0.001,0.17,11,0,0,13,1,0,0,0,0,1,0
0.0,0.102,12,0,0,15,1,0,0,0,0,0,0
0.0,0.02,9,0,0,14,1,0,0,0,0,0,0
0.0,0.081,18,1,0,15,1,0,0,0,0,0,0
0.0,0.115,9,0,0,8,1,0,0,0,0,0,0
0.0,0.049,12,0,0,28,1,0,0,0,0,0,0
0.0,0.096,11,0,0,0,1,0,0,0,0,0,0
